id,completed,first_name,last_name,gender,dob,educ,marit,start,jtype,whours,salary,overall,q1,q2,q3,q4,q5,q6,q7,q8,q9
377,02/10/2017 10:02:44,Leah,Taylor,0,05/23/1978,0,1,11/28/2008,2,28.25,2883,8,7,9,8,10,3,4,4,5,10
378,02/10/2017 11:11:13,Jason,Wright,1,02/02/1989,5,2,02/19/2016,2,33.5,3814.91,8,8,6,7,9,0,5,4,5,9
379,02/10/2017 12:48:25,Charles,Lewis,1,06/21/1966,6,2,06/26/1996,2,29,3881.32,6,6,8,7,9,7,5,6,4,9
380,02/10/2017 12:54:09,Nora,Clark,0,08/09/1976,0,2,04/29/2007,1,35.25,2583.35,6,6,5,4,5,5,5,4,3,5
381,02/10/2017 13:14:24,Sophie,Martin,0,09/24/1987,3,1,09/22/2015,1,30.5,1938,5,2,4,3,4,2,2,5,5,6
382,02/10/2017 13:43:44,Nicole,Garcia,0,07/07/1960,2,2,01/12/1987,2,19.75,2136.56,7,4,4,0,9,8,5,7,5,9
383,02/10/2017 14:30:12,William,Harris,1,08/30/1974,4,2,01/11/2000,3,35,5505.77,7,7,5,11,7,5,5,9,7,5
384,02/10/2017 15:26:08,Juan,Hernandez,0,12/24/1959,3,2,01/07/2003,4,30.5,10080.7,7,6,4,7,9,9,7,8,7,9
385,02/10/2017 15:39:55,Addison,Turner,0,12/23/1961,6,3,07/11/1993,3,33.75,5631.1,7,5,5,4,6,5,6,6,4,7
386,02/10/2017 16:03:07,Emily,Gonzalez,0,07/28/1964,4,3,08/31/1997,2,36.5,3416,7,7,6,7,7,11,6,4,6,6
387,02/10/2017 16:55:06,Julia,Lopez,0,07/09/1966,5,2,05/09/2015,2,23.5,2434,7,4,6,5,8,11,7,7,7,5
388,02/10/2017 16:58:29,,,1,02/10/1964,3,3,05/18/2002,1,20.75,1593,7,8,0,5,6,6,8,7,7,5
389,02/10/2017 18:13:11,Aubree,Hernandez,0,02/08/1984,3,2,03/05/2013,2,27.75,2900.51,5,6,2,5,7,6,5,4,2,5
390,02/10/2017 19:27:55,Violet,King,0,09/02/1962,6,3,05/14/1988,3,34.25,6269,7,8,6,4,7,6,9,7,5,10
391,02/10/2017 21:26:36,Robert,Walker,1,11/06/1958,5,4,04/07/2000,3,33,4610.53,7,8,6,6,6,7,5,7,4,5
392,02/11/2017 06:47:48,Skylar,Hall,0,07/29/1973,5,5,08/24/2005,1,20.25,1512.86,11,6,11,3,7,6,3,4,6,9
393,02/11/2017 10:21:57,Ian,Williams,1,10/01/1970,4,2,10/19/2004,4,40.75,15810,8,7,8,8,10,0,8,6,6,9
394,02/11/2017 10:27:48,Samantha,Brown,0,03/15/1966,4,5,07/29/1999,3,34.75,6743,6,7,7,5,10,7,7,9,5, 
395,02/11/2017 10:55:28,Nolan,Johnson,1,12/17/1978,3,2,10/03/2002,2,35,2683,7,2,2,6,7,9,7,10,7,10
396,02/11/2017 11:11:28,Ariana,Edwards,0,04/23/1967,4,1,01/30/1994,4,37.5,16950.62,8,7,6,5,10,7,6,8,3,8
397,02/11/2017 12:04:26,Joshua,Hernandez,1,09/21/1958,6,3,12/30/1992,1,27,2068,5,3,2,5,5,8,4,8,3,5
398,02/11/2017 12:20:29,Jayden,Smith,1,08/11/1972,4,2,09/11/2008,1,23,1640,5,7,7,4,6,7,5,5,3,9
399,02/11/2017 12:22:50,Jose,Allen,1,11/18/1963,5,5,07/10/1994,2,28.75,2323,9,9,9,7,10,9,10,9,8,9
400,02/11/2017 12:31:59,Robert,Taylor,1,08/29/1959,6,2,11/05/1983,4,34.25,9160.49,11,0,2,2,10,0,2,5,4,6
401,02/11/2017 12:36:13,Arianna,Hill,0,10/07/1976,5,5,06/13/2009,2,36.75,3851.93,5,3,2,4,6,4,5,5,3,5
402,02/11/2017 13:20:56,Noah,Campbell,1,03/31/1967,5,1,03/12/2012,1,26.75,2065.28,11,0,2,2,6,6,7,3,5,4
403,02/11/2017 13:32:45,,,1,04/02/1978,5,4,02/09/2016,1,25.25,1731.67,6,2,1,5,8,2,2,3,5,6
404,02/11/2017 13:41:23,Damian,Martin,1,05/22/1961,3,2,08/05/1996,6,40.75,6147,8,7,8,7,8,7,6,8,8,8
405,02/11/2017 13:49:41,Kayla,Turner,0,12/27/1961,6,3,02/14/2000,4,28.5,10877.54,8,9,9,8,9,3,5,11,5,7
406,02/11/2017 13:55:39,Stella,Nelson,0,10/27/1978,3,3,02/08/2002,2,29.75,2705,8,5,2,5,9,8,8,8,8,8
407,02/11/2017 13:56:15,Ayden,Johnson,1,02/08/1978,5,2,07/19/2003,6,28,1977.72,5,3,6,4,4,4,6,9,3,4
408,02/11/2017 14:06:40,Caleb,Lee,1,01/02/1964,4,3,03/07/2009,3,41,8094.83,6,5,5,4,8,4,8,4,4,6
409,02/11/2017 14:33:23,Camden,Rodriguez,1,09/20/1972,5,1,01/29/2005,3,35.5,5330.39,6,6,5,5,5,4,4,8,4,8
410,02/11/2017 14:37:16,Jeremiah,King,1,05/23/1967,6,3,03/25/2006,3,34.25,5804.48,7,3,4,5,8,7,6,8,7,9
411,02/11/2017 15:28:29,Lillian,Miller,0,10/04/1964,4,2,01/14/2004,3,30,5247.64,0,0,0,0,0,0,0,0,0, 
412,02/11/2017 15:30:59,,,0,03/23/1960,5,2,07/10/1992,5,43.5,25126,8,8,8,11,9,9,10,8,7,9
413,02/11/2017 15:40:42,Brooklyn,Mitchell,0,09/12/1973,4,3,06/11/1996,2,27,2234,8,8,5,6,10,8,7,9,6,7
414,02/11/2017 18:59:10,Genesis,Evans,0,09/04/1968,4,1,12/31/2002,4,43,17368.6,7,10,6,4,10,7,6,8,5,7
415,02/11/2017 19:19:26,Nicholas,Mitchell,1,01/28/1956,7,5,01/19/1991,3,36.25,5935.85,7,5,4,4,8,11,7,8,4,6
416,02/11/2017 20:18:36,Avery,Mitchell,0,09/24/1980,2,1,10/06/2003,1,26,1715.46,6,6,4,5,9,11,6,5,4,6
417,02/11/2017 20:37:06,Sophie,Lee,0,07/29/1961,5,3,05/14/2008,3,30.5,5449,5,6,3,5,7,6,5,6,3,6
418,02/12/2017 03:28:14,Gabriel,Wilson,1,10/15/1975,6,2,10/12/2004,1,28.5,1887.05,6,6,3,8,9,7,5,8,6,8
419,02/12/2017 09:34:53,Sofia,Wright,0,01/21/1975,6,1,09/16/2016,1,28.25,1838.6,6,7,6,5,7,6,9,5,3,10
420,02/12/2017 10:42:38,Christopher,Wright,1,04/09/1968,6,2,09/06/1996,3,40.25,5526,7,10,10,4,7,8,9,6,5,10
421,02/12/2017 11:51:43,Kaylee,Thomas,0,09/06/1974,5,1,08/07/2006,1,23,1799.64,6,7,4,4,9,0,3,3,3,9
422,02/12/2017 12:29:05,Connor,Perez,1,03/31/1970,5,4,10/09/1991,2,33.25,2357.02,6,8,4,7,10,4,5,6,6,7
423,02/12/2017 12:45:18,Charles,Parker,1,09/07/1973,5,1,03/16/2014,3,34.75,5549,6,8,5,6,6,3,6,6,5,4
424,02/12/2017 14:45:30,Noah,White,1,12/31/1970,5,2,02/04/1996,1,32.25,2255.87,5,9,5,11,8,5,3,5,3, 
425,02/12/2017 16:26:43,Ashley,Roberts,0,05/03/1968,4,4,11/14/1999,1,23,1757.75,7,3,2,6,8,3,4,6,6,5
426,02/12/2017 16:50:50,Leah,Rodriguez,0,02/19/1962,4,2,04/10/1992,1,19.25,1531,6,6,2,4,4,6,4,5,7,4
427,02/12/2017 17:36:46,Morgan,Garcia,0,08/26/1963,5,4,02/05/2002,2,29.5,2870.82,7,10,8,7,7,9,10,11,6,5
428,02/12/2017 20:12:49,Skylar,Williams,0,09/27/1978,3,3,06/28/2003,1,28.25,1842.2,6,7,8,7,7,4,6,4,6,7
429,02/13/2017 07:46:52,Nevaeh,Baker,0,11/15/1966,5,4,06/01/2005,2,26.25,3111.55,6,6,0,3,8,8,8,8,3,5
430,02/13/2017 07:55:59,Zoe,King,0,11/09/1972,3,5,10/21/2008,1,18.75,1328.34,7,8,7,2,5,3,6,6,6,5
431,02/13/2017 08:40:53,Brooklyn,Martin,0,10/21/1971,6,1,06/07/1998,3,36,5080.01,11,4,4,5,8,7,7,6,8,5
432,02/13/2017 13:06:21,Bella,Carter,0,12/17/1964,7,2,12/31/1997,2,28.25,3553,7,3,7,3,7,7,7,6,8,7
433,02/13/2017 13:15:01,Aaliyah,Thompson,0,12/04/1991,5,2,06/20/2016,3,40.5,5873.77,6,4,2,4,8,6,7,8,4,5
434,02/13/2017 14:56:38,Brody,Martin,1,12/02/1952,3,3,09/04/1983,1,23.25,1820,7,11,3,3,9,5,7,5,3,6
435,02/13/2017 15:28:22,Sydney,Carter,0,05/31/1968,4,3,03/25/1998,3,28.5,8426,6,6,3,11,9,8,4,5,4,7
436,02/13/2017 16:31:58,Aaron,Taylor,1,12/26/1970,5,2,10/19/2000,3,34,5263.07,7,5,0,4,7,8,9,10,5,10
437,02/13/2017 16:58:09,Luis,Brown,1,12/18/1967,5,3,06/01/1994,2,29,3246.13,7,6,4,7,10,5,0,11,6,5
438,02/14/2017 11:10:39,Kayden,Hill,1,12/17/1974,4,3,11/25/2007,2,27,2581,6,9,7,0,10,7,11,11,5,9
439,02/14/2017 11:38:29,Henry,Rodriguez,1,08/25/1969,4,2,06/11/2003,1,22,1615.07,5,3,3,6,6,3,6,3,3,5
440,02/14/2017 13:02:53,Natalie,Garcia,0,04/05/1975,0,2,05/05/2001,2,32,2617.26,7,3,4,6,7,9,9,9,6,9
441,02/14/2017 13:15:54,Arianna,Phillips,0,07/09/1968,5,5,04/03/1996,1,20.5,1682.39,7,6,2,7,9,9,9,8,6,5
442,02/14/2017 15:09:25,Nicole,Johnson,0,09/19/1966,6,2,03/15/2001,3,24.75,4282,6,4,3,3,9,2,6,3,3,4
443,02/14/2017 15:49:19,Alexa,Clark,0,06/29/1966,4,3,09/17/2004,4,37.5,13025.64,6,7,7,3,6,5,5,6,5, 
444,02/15/2017 14:13:18,Mila,Hill,0,03/12/1982,4,2,05/30/2012,3,32,9999999,7,7,6,5,10,4,7,5,6,7
445,02/15/2017 14:15:53,Victoria,Johnson,0,09/09/1961,5,4,01/29/1988,1,18.75,1430.38,7,5,4,8,10,6,7,8,3,8
446,02/15/2017 14:40:30,Lydia,Adams,0,12/12/1962,4,3,03/03/1984,2,20.25,1600,6,4,4,5,7,6,7,5,6,5
447,02/15/2017 16:58:28,Andrew,White,1,03/01/1967,3,3,01/01/1995,2,29,2255,7,4,4,4,10,8,9,9,6,10
448,02/16/2017 09:17:00,Luke,Wilson,1,11/14/1972,5,4,10/12/2011,1,33,2163.22,8,3,3,3,8,5,5,4,8, 
449,02/16/2017 12:51:09,Damian,Garcia,1,05/20/1964,5,3,11/02/1984,1,24.75,1964,7,3,4,4,9,5,6,8,4,6
450,02/16/2017 12:59:00,Madeline,Lewis,0,01/11/1976,4,3,08/20/2011,1,32.75,2502.94,0,0,0,0,0,0,0,0,0, 
451,02/16/2017 13:53:01,Bella,Baker,0,09/11/1953,5,4,12/29/1982,3,21.5,3935.47,7,4,7,3,7,7,6,6,6,7
452,02/16/2017 14:18:14,Alexis,Phillips,0,03/22/1955,4,2,11/28/1982,2,28.5,3022,7,9,3,3,10,4,7,8,1,9
453,02/16/2017 14:34:36,Lauren,Parker,0,02/17/1952,4,3,06/06/1977,6,14.75,1194.25,5,4,5,11,0,8,4,5,3,10
454,02/17/2017 15:40:55,Makayla,Mitchell,0,10/25/1962,5,2,08/20/1987,2,24.25,2330.1,7,6,9,4,8,7,7,5,5,9
455,02/18/2017 11:42:20,Jaxson,Campbell,1,12/16/1964,4,5,05/28/1995,3,35.25,5291,7,5,6,6,10,7,5,5,3,8
456,02/18/2017 13:23:13,Lucy,Williams,0,02/26/1968,5,1,09/06/2015,3,23.75,2467.72,7,10,4,0,7,7,8,6,5,6
457,02/18/2017 16:14:54,Elizabeth,Jones,0,04/30/1961,5,1,05/28/1996,4,35.25,15709.12,8,6,8,6,9,8,7,7,6,9
458,02/19/2017 14:04:14,Leah,Brown,0,11/02/1975,5,2,09/24/1998,2,24,2796,8,5,0,4,9,10,10,9,6,8
459,02/19/2017 15:41:01,Landon,Parker,1,11/24/1961,6,4,09/28/1995,3,27.25,4943.87,7,9,10,6,9,5,2,7,8,9
460,02/20/2017 12:24:21,Jaxson,Hall,1,03/26/1966,6,1,04/25/1986,5,45,28381,6,5,3,8,7,8,6,10,4,9
461,02/20/2017 14:10:51,Charlotte,Allen,0,07/22/1963,6,3,10/06/2005,6,0,12170,8,8,3,5,9,11,6,7,6,8
462,02/20/2017 16:06:36,Luke,Mitchell,1,07/06/1973,6,4,09/16/1999,2,28.25,2914.29,6,3,5,8,7,4,6,4,6,8
463,02/21/2017 13:39:35,Bella,Smith,0,01/14/1955,4,3,07/10/1988,3,23.75,6289,7,5,4,8,10,7,8,10,5,8
464,02/21/2017 19:11:11,Brandon,Evans,1,01/31/1962,6,2,10/15/2005,5,45.5,25809.25,7,10,5,3,7,8,6,5,3,7
